ID,DOX,x0,x1
2391,2,0.98266,0.241669
2392,2,0.983705,0.322206
2393,2,0.984766,0.402727
2394,2,0.98585,0.483229
2395,2,0.986958,0.563707
2396,2,0.988097,0.644159
2397,2,0.98927,0.724581
2398,2,0.990481,0.804969
2399,2,0.991736,0.885319
2400,2,0.993039,0.965629
2401,2,0.994396,1.04589
2402,2,0.995811,1.12611
2403,2,0.997289,1.20627
2404,2,0.998837,1.28638
2405,2,1.00046,1.36642
2406,2,1.00216,1.4464
2407,2,1.00396,1.52632
2408,2,1.00584,1.60616
2409,2,1.00783,1.68593
2410,2,1.00993,1.76562
2411,2,1.01214,1.84523
2412,2,1.01448,1.92475
2413,2,1.01695,2.00418
2414,2,1.01956,2.08353
2415,2,1.02233,2.16278
2416,2,1.02526,2.24193
2417,2,1.02836,2.32099
2418,2,1.03165,2.39994
2419,2,1.03513,2.4788
2420,2,1.03882,2.55756
2421,2,1.04274,2.63621
2422,2,1.04689,2.71477
2423,2,1.0513,2.79322
2424,2,1.05598,2.87158
2425,2,1.06094,2.94984
2426,2,1.06621,3.028
2427,2,1.07181,3.10608
2428,2,1.07775,3.18407
2429,2,1.08407,3.26198
2430,2,1.09078,3.33981
2431,2,1.0979,3.41757
2432,2,1.10548,3.49525
2433,2,1.11352,3.57286
2434,2,1.12207,3.65041
2435,2,1.13115,3.72788
2436,2,1.14079,3.80528
2437,2,1.15103,3.8826
2438,2,1.16188,3.95984
2439,2,1.17339,4.03697
2440,2,1.18557,4.11398
2441,2,1.19846,4.19086
2442,2,1.21207,4.26759
2443,2,1.22645,4.34414
2444,2,1.24159,4.42051
2445,2,1.25754,4.49665
2446,2,1.27429,4.57256
2447,2,1.29188,4.6482
2448,2,1.31031,4.72357
2449,2,1.32959,4.79863
2450,2,1.34974,4.87337
2451,2,1.37077,4.94776
2452,2,1.39268,5.0218
2453,2,1.41549,5.09545
2454,2,1.43919,5.16871
2455,2,1.46379,5.24155
2456,2,1.4893,5.31396
2457,2,1.51572,5.38593
2458,2,1.54304,5.45744
2459,2,1.57128,5.52848
2460,2,1.60043,5.59903
2461,2,1.63049,5.66908
2462,2,1.66147,5.73862
2463,2,1.69335,5.80763
2464,2,1.72615,5.87611
2465,2,1.75985,5.94403
2466,2,1.79445,6.0114
2467,2,1.82996,6.07819
2468,2,1.86636,6.1444
2469,2,1.90366,6.21002
2470,2,1.94185,6.27503
2471,2,1.98092,6.33942
2472,2,2.02088,6.40319
2473,2,2.06171,6.46633
2474,2,2.10342,6.52881
2475,2,2.14599,6.59064
2476,2,2.18941,6.65181
2477,2,2.2337,6.7123
2478,2,2.27883,6.7721
2479,2,2.3248,6.83121
2480,2,2.37161,6.88961
2481,2,2.41924,6.9473
2482,2,2.4677,7.00427
2483,2,2.51697,7.06051
2484,2,2.56705,7.116
2485,2,2.61792,7.17075
2486,2,2.66958,7.22474
2487,2,2.72203,7.27796
2488,2,2.77525,7.33041
2489,2,2.82924,7.38207
2490,2,2.88399,7.43295
2491,2,2.93948,7.48302
2492,2,2.99572,7.53229
2493,2,3.05269,7.58075
2494,2,3.11038,7.62838
2495,2,3.16878,7.67519
2496,2,3.22789,7.72116
2497,2,3.28769,7.7663
2498,2,3.34818,7.81058
2499,2,3.40935,7.85401
2500,2,3.47118,7.89658
2501,2,3.53367,7.93828
2502,2,3.5968,7.97911
2503,2,3.66057,8.01907
2504,2,3.72496,8.05815
2505,2,3.78998,8.09633
2506,2,3.85559,8.13363
2507,2,3.9218,8.17004
2508,2,3.98859,8.20554
2509,2,4.05596,8.24015
2510,2,4.12389,8.27385
2511,2,4.19236,8.30664
2512,2,4.26137,8.33853
2513,2,4.33091,8.3695
2514,2,4.40096,8.39956
2515,2,4.47151,8.42872
2516,2,4.54255,8.45695
2517,2,4.61406,8.48428
2518,2,4.68603,8.5107
2519,2,4.75844,8.53621
2520,2,4.83129,8.56081
2521,2,4.90454,8.58451
2522,2,4.9782,8.60731
2523,2,5.05223,8.62923
2524,2,5.12662,8.65025
2525,2,5.20136,8.67041
2526,2,5.27642,8.68969
2527,2,5.35179,8.70812
2528,2,5.42743,8.7257
2529,2,5.50334,8.74246
2530,2,5.57949,8.7584
2531,2,5.65585,8.77355
2532,2,5.7324,8.78792
2533,2,5.80913,8.80154
2534,2,5.88601,8.81443
2535,2,5.96303,8.82661
2536,2,6.04016,8.83812
2537,2,6.11739,8.84897
2538,2,6.19471,8.8592
2539,2,6.27211,8.86885
2540,2,6.34959,8.87793
2541,2,6.42713,8.88647
2542,2,6.50474,8.89452
2543,2,6.58243,8.9021
2544,2,6.66018,8.90922
2545,2,6.73801,8.91593
2546,2,6.81592,8.92225
2547,2,6.89391,8.92819
2548,2,6.97199,8.93379
2549,2,7.05016,8.93906
2550,2,7.12842,8.94402
2551,2,7.20677,8.9487
2552,2,7.28523,8.95311
2553,2,7.36378,8.95726
2554,2,7.44244,8.96118
2555,2,7.5212,8.96487
2556,2,7.60005,8.96835
2557,2,7.67901,8.97164
2558,2,7.75807,8.97474
2559,2,7.83722,8.97767
2560,2,7.91647,8.98044
2561,2,7.99581,8.98305
2562,2,8.07525,8.98552
2563,2,8.15477,8.98786
2564,2,8.23438,8.99007
2565,2,8.31407,8.99217
2566,2,8.39384,8.99416
2567,2,8.47368,8.99604
2568,2,8.55359,8.99784
2569,2,8.63358,8.99954
2570,2,8.71362,9.00116
2571,2,8.79373,9.00271
2572,2,8.87389,9.00419
2573,2,8.95411,9.0056
2574,2,9.03437,9.00696
2575,2,9.11468,9.00826
2576,2,9.19503,9.00952
2577,2,9.27542,9.01073
2578,2,9.35584,9.0119
2579,2,9.43629,9.01304
2580,2,9.51677,9.01415
2581,2,9.59727,9.01523
2582,2,9.67779,9.0163
2583,2,9.75833,9.01734
2584,2,9.83888,9.01837
2585,2,9.91944,9.01939
2586,2,10,9.02041
2587,2,1.06122,0
2588,2,1.06231,0.0804909
2589,2,1.06339,0.160976
2590,2,1.06449,0.241452
2591,2,1.0656,0.321915
2592,2,1.06673,0.402361
2593,2,1.06788,0.482787
2594,2,1.06906,0.563187
2595,2,1.07027,0.64356
2596,2,1.07152,0.723899
2597,2,1.07281,0.804203
2598,2,1.07414,0.884465
2599,2,1.07552,0.964684
2600,2,1.07697,1.04485
2601,2,1.07847,1.12497
2602,2,1.08004,1.20503
2603,2,1.08168,1.28503
2604,2,1.08341,1.36496
2605,2,1.08521,1.44483
2606,2,1.08712,1.52462
2607,2,1.08912,1.60433
2608,2,1.09123,1.68396
2609,2,1.09345,1.76351
2610,2,1.0958,1.84297
2611,2,1.09827,1.92233
2612,2,1.10089,2.0016
2613,2,1.10366,2.08076
2614,2,1.10659,2.15982
2615,2,1.10969,2.23878
2616,2,1.11297,2.31763
2617,2,1.11644,2.39636
2618,2,1.12012,2.47499
2619,2,1.12402,2.55349
2620,2,1.12815,2.63189
2621,2,1.13253,2.71016
2622,2,1.13718,2.78832
2623,2,1.1421,2.86636
2624,2,1.14732,2.94428
2625,2,1.15285,3.02209
2626,2,1.15872,3.09979
2627,2,1.16495,3.17737
2628,2,1.17155,3.25484
2629,2,1.17856,3.33221
2630,2,1.18599,3.40946
2631,2,1.19387,3.48661
2632,2,1.20222,3.56365
2633,2,1.21108,3.64058
2634,2,1.22046,3.71739
2635,2,1.2304,3.79409
2636,2,1.24092,3.87067
2637,2,1.25206,3.94711
2638,2,1.26383,4.0234
2639,2,1.27626,4.09953
2640,2,1.28938,4.17549
2641,2,1.3032,4.25126
2642,2,1.31776,4.32681
2643,2,1.33306,4.40214
2644,2,1.34914,4.47722
2645,2,1.36599,4.55203
2646,2,1.38365,4.62656
2647,2,1.40212,4.70077
2648,2,1.42142,4.77467
2649,2,1.44155,4.84822
2650,2,1.46253,4.92141
2651,2,1.48436,4.99422
2652,2,1.50705,5.06664
2653,2,1.5306,5.13866
2654,2,1.55502,5.21024
2655,2,1.58032,5.28139
2656,2,1.60649,5.35209
2657,2,1.63354,5.42232
2658,2,1.66147,5.49208
2659,2,1.69029,5.56134
2660,2,1.71998,5.6301
2661,2,1.75056,5.69835
2662,2,1.78201,5.76607
2663,2,1.81434,5.83325
2664,2,1.84756,5.89989
2665,2,1.88164,5.96597
2666,2,1.9166,6.03148
2667,2,1.95243,6.09641
2668,2,1.98912,6.16076
2669,2,2.02668,6.2245
2670,2,2.0651,6.28764
2671,2,2.10437,6.35016
2672,2,2.14449,6.41205
2673,2,2.18546,6.4733
2674,2,2.22727,6.53391
2675,2,2.26991,6.59386
2676,2,2.31338,6.65315
2677,2,2.35768,6.71177
2678,2,2.40279,6.7697
2679,2,2.44872,6.82695
2680,2,2.49545,6.88349
2681,2,2.54298,6.93933
2682,2,2.59131,6.99445
2683,2,2.64041,7.04885
2684,2,2.6903,7.10251
2685,2,2.74096,7.15544
2686,2,2.79238,7.20762
2687,2,2.84455,7.25904
2688,2,2.89748,7.30969
2689,2,2.95114,7.35958
2690,2,3.00554,7.40869
2691,2,3.06066,7.45701
2692,2,3.1165,7.50454
2693,2,3.17304,7.55127
2694,2,3.23029,7.5972
2695,2,3.28822,7.64231
2696,2,3.34684,7.68661
2697,2,3.40613,7.73008
2698,2,3.46608,7.77273
2699,2,3.52669,7.81453
2700,2,3.58794,7.8555
2701,2,3.64984,7.89562
2702,2,3.71235,7.9349
2703,2,3.77549,7.97331
2704,2,3.83923,8.01087
2705,2,3.90358,8.04757
2706,2,3.96851,8.08339
2707,2,4.03402,8.11835
2708,2,4.1001,8.15244
2709,2,4.16674,8.18565
2710,2,4.23392,8.21799
2711,2,4.30164,8.24944
2712,2,4.36989,8.28002
2713,2,4.43865,8.30971
2714,2,4.50791,8.33852
2715,2,4.57767,8.36645
2716,2,4.6479,8.39351
2717,2,4.7186,8.41968
2718,2,4.78975,8.44497
2719,2,4.86134,8.4694
2720,2,4.93335,8.49295
2721,2,5.00577,8.51564
2722,2,5.07858,8.53747
2723,2,5.15177,8.55844
2724,2,5.22532,8.57858
2725,2,5.29922,8.59787
2726,2,5.37344,8.61634
2727,2,5.44796,8.634
2728,2,5.52277,8.65086
2729,2,5.59785,8.66694
2730,2,5.67318,8.68224
2731,2,5.74874,8.6968
2732,2,5.8245,8.71062
2733,2,5.90046,8.72374
2734,2,5.97659,8.73617
2735,2,6.05289,8.74794
2736,2,6.12933,8.75907
2737,2,6.2059,8.7696
2738,2,6.2826,8.77954
2739,2,6.35942,8.78892
2740,2,6.43635,8.79778
2741,2,6.51339,8.80613
2742,2,6.59053,8.81401
2743,2,6.66779,8.82144
2744,2,6.74515,8.82845
2745,2,6.82262,8.83505
2746,2,6.90021,8.84128
2747,2,6.9779,8.84715
2748,2,7.05571,8.85268
2749,2,7.13364,8.8579
2750,2,7.21168,8.86282
2751,2,7.28983,8.86747
2752,2,7.36811,8.87185
2753,2,7.4465,8.87598
2754,2,7.52501,8.87988
2755,2,7.60363,8.88356
2756,2,7.68237,8.88703
2757,2,7.76122,8.89031
2758,2,7.84017,8.89341
2759,2,7.91924,8.89634
2760,2,7.9984,8.89911
2761,2,8.07767,8.90173
2762,2,8.15703,8.9042
2763,2,8.23649,8.90655
2764,2,8.31603,8.90877
2765,2,8.39567,8.91088
2766,2,8.47538,8.91288
2767,2,8.55517,8.91479
2768,2,8.63504,8.91659
2769,2,8.71497,8.91832
2770,2,8.79497,8.91996
2771,2,8.87503,8.92153
2772,2,8.95515,8.92303
2773,2,9.03531,8.92448
2774,2,9.11553,8.92586
2775,2,9.1958,8.92719
2776,2,9.2761,8.92848
2777,2,9.35644,8.92973
2778,2,9.43681,8.93094
2779,2,9.51721,8.93212
2780,2,9.59764,8.93327
2781,2,9.67808,8.9344
2782,2,9.75855,8.93551
2783,2,9.83902,8.93661
2784,2,9.91951,8.93769
2785,2,10,8.93878
2786,2,1.14286,0
2787,2,1.144,0.0804228
2788,2,1.14515,0.16084
2789,2,1.14631,0.241247
2790,2,1.14748,0.32164
2791,2,1.14867,0.402016
2792,2,1.14989,0.482369
2793,2,1.15113,0.562696
2794,2,1.15241,0.642993
2795,2,1.15372,0.723254
2796,2,1.15508,0.803477
2797,2,1.15649,0.883657
2798,2,1.15795,0.963789
2799,2,1.15947,1.04387
2800,2,1.16106,1.12389
2801,2,1.16271,1.20385
2802,2,1.16444,1.28375
2803,2,1.16626,1.36358
2804,2,1.16817,1.44333
2805,2,1.17017,1.523
2806,2,1.17228,1.60259
2807,2,1.1745,1.68209
2808,2,1.17684,1.7615
2809,2,1.17931,1.84081
2810,2,1.18192,1.92002
2811,2,1.18467,1.99912
2812,2,1.18758,2.07811
2813,2,1.19066,2.15699
2814,2,1.19391,2.23575
2815,2,1.19736,2.3144
2816,2,1.201,2.39291
2817,2,1.20486,2.4713
2818,2,1.20895,2.54957
2819,2,1.21328,2.6277
2820,2,1.21786,2.70569
2821,2,1.22272,2.78355
2822,2,1.22786,2.86128
2823,2,1.23331,2.93887
2824,2,1.23908,3.01632
2825,2,1.2452,3.09363
2826,2,1.25167,3.1708
2827,2,1.25854,3.24784
2828,2,1.2658,3.32473
2829,2,1.2735,3.40148
2830,2,1.28164,3.4781
2831,2,1.29026,3.55456
2832,2,1.29938,3.63088
2833,2,1.30903,3.70705
2834,2,1.31923,3.78306
2835,2,1.32999,3.8589
2836,2,1.34136,3.93456
2837,2,1.35335,4.01004
2838,2,1.36599,4.08531
2839,2,1.37929,4.16037
2840,2,1.39329,4.23521
2841,2,1.40799,4.30979
2842,2,1.42341,4.38412
2843,2,1.43958,4.45816
2844,2,1.45651,4.53191
2845,2,1.47421,4.60535
2846,2,1.4927,4.67845
2847,2,1.51198,4.75121
2848,2,1.53206,4.82361
2849,2,1.55296,4.89562
2850,2,1.57469,4.96725
2851,2,1.59724,5.03847
2852,2,1.62063,5.10926
2853,2,1.64485,5.17962
2854,2,1.66992,5.24954
2855,2,1.69583,5.31899
2856,2,1.7226,5.38797
2857,2,1.75021,5.45647
2858,2,1.77867,5.52447
2859,2,1.80799,5.59197
2860,2,1.83816,5.65895
2861,2,1.86917,5.7254
2862,2,1.90104,5.79132
2863,2,1.93376,5.85669
2864,2,1.96733,5.92151
2865,2,2.00174,5.98576
2866,2,2.03699,6.04944
2867,2,2.07308,6.11253
2868,2,2.11001,6.17503
2869,2,2.14777,6.23693
2870,2,2.18636,6.29822
2871,2,2.22577,6.35889
2872,2,2.26601,6.41893
2873,2,2.30706,6.47834
2874,2,2.34892,6.5371
2875,2,2.39159,6.59521
2876,2,2.43506,6.65266
2877,2,2.47932,6.70944
2878,2,2.52438,6.76554
2879,2,2.57022,6.82095
2880,2,2.61683,6.87568
2881,2,2.66422,6.9297
2882,2,2.71237,6.98302
2883,2,2.76128,7.03562
2884,2,2.81095,7.08749
2885,2,2.86135,7.13864
2886,2,2.9125,7.18905
2887,2,2.96438,7.23871
2888,2,3.01697,7.28762
2889,2,3.07029,7.33577
2890,2,3.12431,7.38316
2891,2,3.17904,7.42978
2892,2,3.23445,7.47561
2893,2,3.29056,7.52067
2894,2,3.34734,7.56493
2895,2,3.40478,7.6084
2896,2,3.46289,7.65107
2897,2,3.52165,7.69294
2898,2,3.58106,7.73399
2899,2,3.6411,7.77422
2900,2,3.70177,7.81364
2901,2,3.76306,7.85223
2902,2,3.82496,7.88999
2903,2,3.88746,7.92692
2904,2,3.95055,7.96301
2905,2,4.01423,7.99826
2906,2,4.07848,8.03267
2907,2,4.1433,8.06623
2908,2,4.20867,8.09895
2909,2,4.27459,8.13082
2910,2,4.34104,8.16184
2911,2,4.40802,8.19201
2912,2,4.47552,8.22132
2913,2,4.54352,8.24979
2914,2,4.61202,8.2774
2915,2,4.681,8.30416
2916,2,4.75046,8.33008
2917,2,4.82037,8.35515
2918,2,4.89073,8.37937
2919,2,4.96153,8.40276
2920,2,5.03274,8.42531
2921,2,5.10437,8.44703
2922,2,5.17639,8.46793
2923,2,5.24878,8.48802
2924,2,5.32154,8.5073
2925,2,5.39465,8.52579
2926,2,5.46808,8.54349
2927,2,5.54183,8.56041
2928,2,5.61588,8.57658
2929,2,5.6902,8.59201
2930,2,5.76479,8.60671
2931,2,5.83962,8.6207
2932,2,5.91468,8.63401
2933,2,5.98996,8.64665
2934,2,6.06543,8.65864
2935,2,6.1411,8.67
2936,2,6.21694,8.68077
2937,2,6.29295,8.69097
2938,2,6.36911,8.70062
2939,2,6.44543,8.70974
2940,2,6.5219,8.71836
2941,2,6.59851,8.7265
2942,2,6.67526,8.7342
2943,2,6.75216,8.74146
2944,2,6.82919,8.74832
2945,2,6.90637,8.7548
2946,2,6.98368,8.76092
2947,2,7.06113,8.76669
2948,2,7.13872,8.77214
2949,2,7.21644,8.77728
2950,2,7.2943,8.78214
2951,2,7.3723,8.78672
2952,2,7.45043,8.79105
2953,2,7.52869,8.79514
2954,2,7.60708,8.799
2955,2,7.6856,8.80264
2956,2,7.76424,8.80609
2957,2,7.843,8.80934
2958,2,7.92188,8.81242
2959,2,8.00088,8.81533
2960,2,8.07998,8.81808
2961,2,8.15919,8.82069
2962,2,8.2385,8.82316
2963,2,8.31791,8.8255
2964,2,8.39741,8.82772
2965,2,8.477,8.82983
2966,2,8.55667,8.83183
2967,2,8.63642,8.83374
2968,2,8.71625,8.83556
2969,2,8.79614,8.83729
2970,2,8.87611,8.83894
2971,2,8.95613,8.84053
2972,2,9.03621,8.84205
2973,2,9.11634,8.84351
2974,2,9.19652,8.84492
2975,2,9.27674,8.84628
2976,2,9.35701,8.84759
2977,2,9.4373,8.84887
2978,2,9.51763,8.85011
2979,2,9.59798,8.85133
2980,2,9.67836,8.85252
2981,2,9.75875,8.85369
2982,2,9.83916,8.85485
2983,2,9.91958,8.856
2984,2,10,8.85714
2985,2,1.22449,0
2986,2,1.22569,0.080359
2987,2,1.22689,0.160712
2988,2,1.22811,0.241054
2989,2,1.22934,0.321382
2990,2,1.23059,0.401691
2991,2,1.23186,0.481977
2992,2,1.23317,0.562235
2993,2,1.23451,0.64246
2994,2,1.23589,0.722649
2995,2,1.23731,0.802796
2996,2,1.23879,0.882898
2997,2,1.24032,0.962948
2998,2,1.24191,1.04294
2999,2,1.24357,1.12288
3000,2,1.2453,1.20275
3001,2,1.24712,1.28255
3002,2,1.24902,1.36227
3003,2,1.25101,1.44191
3004,2,1.25311,1.52147
3005,2,1.25532,1.60094
3006,2,1.25764,1.68032
3007,2,1.26009,1.75959
3008,2,1.26267,1.83876
3009,2,1.26539,1.91782
3010,2,1.26827,1.99676
3011,2,1.27131,2.07559
3012,2,1.27453,2.15429
3013,2,1.27792,2.23286
3014,2,1.28152,2.3113
3015,2,1.28532,2.38961
3016,2,1.28934,2.46777
3017,2,1.2936,2.54579
3018,2,1.2981,2.62366
3019,2,1.30287,2.70138
3020,2,1.30792,2.77895
3021,2,1.31326,2.85636
3022,2,1.31891,2.93361
3023,2,1.32489,3.0107
3024,2,1.33123,3.08763
3025,2,1.33792,3.1644
3026,2,1.34501,3.24099
3027,2,1.3525,3.31742
3028,2,1.36043,3.39368
3029,2,1.36881,3.46976
3030,2,1.37766,3.54566
3031,2,1.387,3.62137
3032,2,1.39687,3.6969
3033,2,1.40728,3.77222
3034,2,1.41825,3.84734
3035,2,1.42982,3.92225
3036,2,1.44199,3.99692
3037,2,1.45479,4.07136
3038,2,1.46824,4.14555
3039,2,1.48236,4.21947
3040,2,1.49717,4.29312
3041,2,1.51269,4.36647
3042,2,1.52892,4.43951
3043,2,1.54588,4.51222
3044,2,1.56359,4.5846
3045,2,1.58206,4.65662
3046,2,1.6013,4.72827
3047,2,1.62132,4.79954
3048,2,1.64212,4.87041
3049,2,1.66371,4.94088
3050,2,1.68611,5.01092
3051,2,1.70931,5.08053
3052,2,1.73332,5.14969
3053,2,1.75815,5.21839
3054,2,1.78379,5.28662
3055,2,1.81025,5.35438
3056,2,1.83753,5.42164
3057,2,1.86564,5.48841
3058,2,1.89456,5.55467
3059,2,1.92432,5.62041
3060,2,1.95489,5.68562
3061,2,1.98629,5.75029
3062,2,2.01851,5.81442
3063,2,2.05155,5.878
3064,2,2.08541,5.94101
3065,2,2.12008,6.00345
3066,2,2.15557,6.06532
3067,2,2.19186,6.12659
3068,2,2.22897,6.18728
3069,2,2.26688,6.24736
3070,2,2.30559,6.30682
3071,2,2.3451,6.36567
3072,2,2.3854,6.4239
3073,2,2.42648,6.48149
3074,2,2.46836,6.53843
3075,2,2.51101,6.59473
3076,2,2.55443,6.65038
3077,2,2.59862,6.70535
3078,2,2.64358,6.75966
3079,2,2.68929,6.81329
3080,2,2.73575,6.86623
3081,2,2.78296,6.91848
3082,2,2.83091,6.97003
3083,2,2.87959,7.02087
3084,2,2.929,7.071
3085,2,2.97912,7.1204
3086,2,3.02997,7.16909
3087,2,3.08151,7.21703
3088,2,3.13376,7.26424
3089,2,3.1867,7.31071
3090,2,3.24033,7.35642
3091,2,3.29464,7.40137
3092,2,3.34962,7.44556
3093,2,3.40526,7.48899
3094,2,3.46156,7.53164
3095,2,3.5185,7.57351
3096,2,3.57609,7.6146
3097,2,3.63432,7.6549
3098,2,3.69317,7.6944
3099,2,3.75264,7.73311
3100,2,3.81271,7.77102
3101,2,3.8734,7.80813
3102,2,3.93467,7.84443
3103,2,3.99654,7.87992
3104,2,4.05898,7.91459
3105,2,4.12199,7.94845
3106,2,4.18557,7.98149
3107,2,4.2497,8.01371
3108,2,4.31437,8.0451
3109,2,4.37959,8.07568
3110,2,4.44532,8.10543
3111,2,4.51158,8.13436
3112,2,4.57835,8.16247
3113,2,4.64561,8.18975
3114,2,4.71337,8.21621
3115,2,4.7816,8.24185
3116,2,4.8503,8.26668
3117,2,4.91947,8.29069
3118,2,4.98907,8.31389
3119,2,5.05911,8.33628
3120,2,5.12958,8.35788
3121,2,5.20045,8.37868
3122,2,5.27172,8.3987
3123,2,5.34337,8.41794
3124,2,5.4154,8.4364
3125,2,5.48777,8.45412
3126,2,5.56049,8.47108
3127,2,5.63353,8.48731
3128,2,5.70687,8.50282
3129,2,5.78052,8.51763
3130,2,5.85444,8.53176
3131,2,5.92863,8.54521
3132,2,6.00307,8.55801
3133,2,6.07775,8.57018
3134,2,6.15265,8.58174
3135,2,6.22777,8.59272
3136,2,6.3031,8.60313
3137,2,6.37862,8.613
3138,2,6.45434,8.62234
3139,2,6.53024,8.63119
3140,2,6.60632,8.63957
3141,2,6.68257,8.64749
3142,2,6.759,8.65499
3143,2,6.8356,8.66208
3144,2,6.91236,8.66877
3145,2,6.98929,8.67511
3146,2,7.06639,8.68109
3147,2,7.14364,8.68674
3148,2,7.22105,8.69208
3149,2,7.29862,8.69713
3150,2,7.37634,8.7019
3151,2,7.45421,8.7064
3152,2,7.53223,8.71066
3153,2,7.61039,8.71468
3154,2,7.68869,8.71848
3155,2,7.76713,8.72208
3156,2,7.84571,8.72547
3157,2,7.92441,8.72869
3158,2,8.00323,8.73173
3159,2,8.08218,8.73461
3160,2,8.16124,8.73733
3161,2,8.24041,8.73991
3162,2,8.31968,8.74236
3163,2,8.39905,8.74468
3164,2,8.47852,8.74689
3165,2,8.55808,8.74899
3166,2,8.63773,8.75098
3167,2,8.71745,8.75288
3168,2,8.79725,8.7547
3169,2,8.87712,8.75643
3170,2,8.95706,8.75809
3171,2,9.03705,8.75968
3172,2,9.1171,8.76121
3173,2,9.1972,8.76269
3174,2,9.27735,8.76411
3175,2,9.35754,8.76549
3176,2,9.43776,8.76683
3177,2,9.51802,8.76814
3178,2,9.59831,8.76941
3179,2,9.67862,8.77066
3180,2,9.75895,8.77189
3181,2,9.83929,8.77311
3182,2,9.91964,8.77431
3183,2,10,8.77551
3184,2,1.30612,0
3185,2,1.30737,0.0802996
3186,2,1.30863,0.160593
3187,2,1.30989,0.240875
3188,2,1.31118,0.321143
3189,2,1.31248,0.40139
3190,2,1.31381,0.481613
3191,2,1.31517,0.561806
3192,2,1.31657,0.641965
3193,2,1.318,0.722086
3194,2,1.31949,0.802162
3195,2,1.32102,0.88219
3196,2,1.32262,0.962164
3197,2,1.32428,1.04208
3198,2,1.326,1.12193
3199,2,1.32781,1.20171
3200,2,1.3297,1.28142
3201,2,1.33168,1.36105
3202,2,1.33375,1.44059
3203,2,1.33594,1.52004
3204,2,1.33823,1.5994
3205,2,1.34065,1.67865
3206,2,1.34319,1.7578
3207,2,1.34587,1.83683
3208,2,1.34871,1.91575
3209,2,1.3517,1.99454
3210,2,1.35485,2.0732
3211,2,1.35819,2.15173
3212,2,1.36171,2.23012
3213,2,1.36544,2.30836
3214,2,1.36938,2.38646
3215,2,1.37355,2.4644
3216,2,1.37796,2.54218
3217,2,1.38262,2.61979
3218,2,1.38755,2.69724
3219,2,1.39277,2.77452
3220,2,1.39828,2.85162
3221,2,1.40412,2.92854
3222,2,1.41028,3.00528
3223,2,1.4168,3.08182
3224,2,1.4237,3.15818
3225,2,1.43098,3.23435
3226,2,1.43867,3.31031
3227,2,1.44679,3.38607
3228,2,1.45536,3.46163
3229,2,1.4644,3.53697
3230,2,1.47394,3.61208
3231,2,1.48399,3.68698
3232,2,1.49458,3.76163
3233,2,1.50572,3.83605
3234,2,1.51744,3.91021
3235,2,1.52976,3.98411
3236,2,1.54269,4.05773
3237,2,1.55625,4.13106
3238,2,1.57046,4.2041
3239,2,1.58535,4.27682
3240,2,1.60091,4.34922
3241,2,1.61717,4.42128
3242,2,1.63414,4.49299
3243,2,1.65184,4.56433
3244,2,1.67026,4.63529
3245,2,1.68943,4.70587
3246,2,1.70935,4.77604
3247,2,1.73003,4.84579
3248,2,1.75148,4.91512
3249,2,1.7737,4.98401
3250,2,1.7967,5.05245
3251,2,1.82047,5.12044
3252,2,1.84504,5.18796
3253,2,1.87039,5.25499
3254,2,1.89654,5.32155
3255,2,1.92348,5.3876
3256,2,1.95121,5.45316
3257,2,1.97975,5.51819
3258,2,2.00907,5.58271
3259,2,2.0392,5.6467
3260,2,2.07012,5.71015
3261,2,2.10183,5.77306
3262,2,2.13434,5.83542
3263,2,2.16765,5.89722
3264,2,2.20174,5.95845
3265,2,2.23662,6.0191
3266,2,2.27229,6.07917
3267,2,2.30874,6.13866
3268,2,2.34597,6.19755
3269,2,2.38398,6.25584
3270,2,2.42277,6.31351
3271,2,2.46232,6.37057
3272,2,2.50264,6.42701
3273,2,2.54372,6.48281
3274,2,2.58555,6.53798
3275,2,2.62814,6.5925
3276,2,2.67148,6.64637
3277,2,2.71556,6.69958
3278,2,2.76038,6.75213
3279,2,2.80593,6.804
3280,2,2.8522,6.8552
3281,2,2.8992,6.90571
3282,2,2.94691,6.95553
3283,2,2.99533,7.00466
3284,2,3.04446,7.05308
3285,2,3.09428,7.10079
3286,2,3.14479,7.14779
3287,2,3.19599,7.19407
3288,2,3.24786,7.23962
3289,2,3.30041,7.28443
3290,2,3.35362,7.32851
3291,2,3.40749,7.37185
3292,2,3.46201,7.41444
3293,2,3.51718,7.45628
3294,2,3.57298,7.49736
3295,2,3.62942,7.53767
3296,2,3.68648,7.57723
3297,2,3.74416,7.61601
3298,2,3.80244,7.65402
3299,2,3.86133,7.69125
3300,2,3.92082,7.7277
3301,2,3.98089,7.76337
3302,2,4.04155,7.79825
3303,2,4.10278,7.83235
3304,2,4.16457,7.86565
3305,2,4.22693,7.89816
3306,2,4.28984,7.92988
3307,2,4.35329,7.9608
3308,2,4.41728,7.99092
3309,2,4.4818,8.02025
3310,2,4.54684,8.04878
3311,2,4.61239,8.07652
3312,2,4.67844,8.10346
3313,2,4.745,8.1296
3314,2,4.81204,8.15496
3315,2,4.87955,8.17952
3316,2,4.94754,8.2033
3317,2,5.01598,8.2263
3318,2,5.08487,8.24852
3319,2,5.1542,8.26996
3320,2,5.22395,8.29064
3321,2,5.29412,8.31056
3322,2,5.3647,8.32973
3323,2,5.43566,8.34816
3324,2,5.507,8.36585
3325,2,5.57871,8.38282
